,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
2557,2558,Spices and herbs,22,"Paprika (powder), dried ground","Santa Maria, Sweden",Norway,5.93,3,Paprika++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika++powder+++dried+ground
2558,2559,Spices and herbs,22,"Paprika (powder), dried ground",Paprika Molido,Mexico,7.44,3,Paprika++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika++powder+++dried+ground
2559,2560,Spices and herbs,22,"Paprika (powder), dried ground","Engebretsen AS, Norway",Norway,8.08,3,Paprika++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika++powder+++dried+ground
2560,2561,Spices and herbs,22,"Paprika, (powder), dried ground","Black Boy, Rieber og søn",Norway,5.59,3,Paprika+++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika+++powder+++dried+ground
2561,2562,Spices and herbs,22,"Paprika, (powder), red, dried ground",Spice Cargo,Mexico,5.75,3,Paprika+++powder+++red++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika+++powder+++red++dried+ground
2562,2563,Spices and herbs,22,"Parsely, big leaves, fresh","Linnes gård, Norway",Norway,1.93,3,Parsely++big+leaves++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsely++big+leaves++fresh
2563,2564,Spices and herbs,22,Parsley,Mali,Mali,1.12,3,Parsley,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley
2564,2565,Spices and herbs,22,Parsley,Norway,Norway,0.86,3,Parsley,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley
2565,2566,Spices and herbs,22,Parsley,Sweden,Norway,1.22,5,Parsley,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley
2566,2567,Spices and herbs,22,Parsley,Lier,Norway,2.0,3,Parsley,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley
2567,2568,Spices and herbs,22,"Parsley, big leaves, fresh",Sweden,Norway,2.03,5,Parsley++big+leaves++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++big+leaves++fresh
2568,2569,Spices and herbs,22,"Parsley, dried","Hindu, Norway",Norway,3.72,,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2569,2570,Spices and herbs,22,"Parsley, dried",,USA,7.43,6,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2570,2571,Spices and herbs,22,"Parsley, dried","Norsk Øko‐Urt AB, Norway",Norway,10.09,5,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2571,2572,Spices and herbs,22,"Parsley, dried","Black Boy, Rieber og søn",Norway,3.64,3,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2572,2573,Spices and herbs,22,"Parsley, dried",Santa Maria,Norway,3.81,,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2573,2574,Spices and herbs,22,"Parsley, dried",Spice Cargo,Mexico,8.23,3,Parsley++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Parsley++dried
2574,2575,Spices and herbs,22,"Pepper (pimenta dulce molida), dried ground",McCormick,Mexico,50.96,3,Pepper++pimenta+dulce+molida+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++pimenta+dulce+molida+++dried+ground
2575,2576,Spices and herbs,22,"Pepper, black (pimenta negra molida), dried ground",La Surtidora,Mexico,5.08,3,Pepper++black++pimenta+negra+molida+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++pimenta+negra+molida+++dried+ground
2576,2577,Spices and herbs,22,"Pepper, black, dried ground",Spice Cargo,Mexico,6.68,3,Pepper++black++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++dried+ground
2577,2578,Spices and herbs,22,"Pepper, black, dried ground",Rajah,Norway,6.65,3,Pepper++black++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++dried+ground
2578,2579,Spices and herbs,22,"Pepper, black, dried ground","Black Boy, Rieber og søn",Norway,8.71,3,Pepper++black++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++dried+ground
2579,2580,Spices and herbs,22,"Pepper, black, dried ground",,USA,4.54,6,Pepper++black++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++dried+ground
2580,2581,Spices and herbs,22,"Pepper, black, whole, dried",India,India,4.15,3,Pepper++black++whole++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++whole++dried
2581,2582,Spices and herbs,22,"Pepper, black, whole, dried",,USA,4.34,6,Pepper++black++whole++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++black++whole++dried
2582,2583,Spices and herbs,22,"Pepper, dark green ""berries"" on the stem, fresh",Thailand,Norway,0.26,3,"Pepper++dark+green+""berries""+on+the+stem++fresh","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++dark+green+""berries""+on+the+stem++fresh"
2583,2584,Spices and herbs,22,"Pepper, green ""berries"" on the stem, fresh",Thailand,Norway,0.46,3,"Pepper++green+""berries""+on+the+stem++fresh","https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++green+""berries""+on+the+stem++fresh"
2584,2585,Spices and herbs,22,"Pepper, white, dried ground",Santa Maria,Norway,3.92,3,Pepper++white++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++white++dried+ground
2585,2586,Spices and herbs,22,"Pepper, white, dried ground",Rajah,Norway,5.02,3,Pepper++white++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++white++dried+ground
2586,2587,Spices and herbs,22,"Pepper, white, whole","Roopaks, Ajmal Khan, N. Dehli",India,3.49,3,Pepper++white++whole,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepper++white++whole
2587,2588,Spices and herbs,22,"Peppermint, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,160.82,5,Peppermint++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Peppermint++leaves++dried
2588,2589,Spices and herbs,22,"Pepperwort, garden cress, fresh",,Norway,2.42,3,Pepperwort++garden+cress++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pepperwort++garden+cress++fresh
2589,2590,Spices and herbs,22,"Perforate St. John's wort, flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,54.37,5,Perforate+St.+John's+wort++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Perforate+St.+John's+wort++flower+and+leaves++dried
2590,2591,Spices and herbs,22,"Piffi, dried ground","Engebretsen AS, Norway",Norway,0.61,3,Piffi++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Piffi++dried+ground
2591,2592,Spices and herbs,22,"Piri Piri, dried ground",Santa Maria,Norway,9.39,3,Piri+Piri++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Piri+Piri++dried+ground
2592,2593,Spices and herbs,22,"Piri‐piri, dried","Black Boy, Rieber og søn",Norway,6.51,3,Piri‐piri++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Piri‐piri++dried
2593,2594,Spices and herbs,22,"Pot marigold, flower, dried","Norsk Øko‐Urt AB, Norway",Norway,11.47,5,Pot+marigold++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Pot+marigold++flower++dried
2594,2595,Spices and herbs,22,"Purple Coneflower, flower and leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,16.09,5,Purple+Coneflower++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Purple+Coneflower++flower+and+leaves++dried
2595,2596,Spices and herbs,22,"Purple Loosestrife (Lythrum salicaria), flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,111.04,5,Purple+Loosestrife++Lythrum+salicaria+++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Purple+Loosestrife++Lythrum+salicaria+++flower+and+leaves++dried
2596,2597,Spices and herbs,22,"Quack grass, rootstock (Elytrigia repens, rhizome)","The Norwegian Crop Research Institute, Norway",Norway,0.88,5,Quack+grass++rootstock++Elytrigia+repens++rhizome+,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Quack+grass++rootstock++Elytrigia+repens++rhizome+
2597,2598,Spices and herbs,22,"Rai, dried",India,India,2.84,3,Rai++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rai++dried
2598,2599,Spices and herbs,22,"Raspberry, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,46.89,5,Raspberry++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raspberry++leaves++dried
2599,2600,Spices and herbs,22,"Raspberry, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,32.56,5,Raspberry++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raspberry++leaves++dried
2600,2601,Spices and herbs,22,"Raspberry, leaves, fresh",Norway,Norway,21.36,4,Raspberry++leaves++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Raspberry++leaves++fresh
2601,2602,Spices and herbs,22,"Red clover, flower, dried","Norsk Øko‐Urt AB, Norway",Norway,39.92,5,Red+clover++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Red+clover++flower++dried
2602,2603,Spices and herbs,22,"Red wortleberries, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,102.07,5,Red+wortleberries++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Red+wortleberries++leaves++dried
2603,2604,Spices and herbs,22,"Red‐berried elder, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,56.66,5,Red‐berried+elder++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Red‐berried+elder++leaves++dried
2604,2605,Spices and herbs,22,"Ribwort, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,34.81,5,Ribwort++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ribwort++leaves++dried
2605,2606,Spices and herbs,22,"Rose, flower, dried","Norsk Øko‐Urt AB, Norway",Norway,153.9,5,Rose++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rose++flower++dried
2606,2607,Spices and herbs,22,"Rose‐bay, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,101.33,5,Rose‐bay++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rose‐bay++leaves++dried
2607,2608,Spices and herbs,22,"Rose‐bay, willow herb flower, dried","Norsk Øko‐Urt AB, Norway",Norway,93.48,5,Rose‐bay++willow+herb+flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rose‐bay++willow+herb+flower++dried
2608,2609,Spices and herbs,22,"Rose‐bay, willow herb, flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,120.99,5,Rose‐bay++willow+herb++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rose‐bay++willow+herb++flower+and+leaves++dried
2609,2610,Spices and herbs,22,"Rosemary, dried","Hindu, Norway",Norway,35.81,3,Rosemary++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++dried
2610,2611,Spices and herbs,22,"Rosemary, dried","Black Boy, Rieber og søn",Norway,66.92,3,Rosemary++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++dried
2611,2612,Spices and herbs,22,"Rosemary, fresh",Norway,Norway,5.64,3,Rosemary++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++fresh
2612,2613,Spices and herbs,22,"Rosemary, fresh leaves","Gartner, BAMA, Norway",Norway,11.07,3,Rosemary++fresh+leaves,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++fresh+leaves
2613,2614,Spices and herbs,22,"Rosemary, fresh leaves","BAMA gruppen, Norway",Norway,6.34,3,Rosemary++fresh+leaves,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++fresh+leaves
2614,2615,Spices and herbs,22,"Rosemary, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,56.95,5,Rosemary++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++leaves++dried
2615,2616,Spices and herbs,22,"Rosemary, leaves, dried",Spice Cargo,Mexico,39.99,3,Rosemary++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++leaves++dried
2616,2617,Spices and herbs,22,"Rosemary, leaves, dried","Gökqehan, Turkey",Norway,24.34,3,Rosemary++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Rosemary++leaves++dried
2617,2618,Spices and herbs,22,"Roseroot, fresh","The Norwegian Crop Research Institute, Norway",Norway,5.63,5,Roseroot++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Roseroot++fresh
2618,2619,Spices and herbs,22,"Saffron, Balaji, dried ground",Delhi Keshar co.,India,23.83,3,Saffron++Balaji++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++Balaji++dried+ground
2619,2620,Spices and herbs,22,"Saffron, dried ground","Roopaks, Ajmal Khan, N. Dehli",India,61.72,3,Saffron++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++dried+ground
2620,2621,Spices and herbs,22,"Saffron, dried ground","Gaea, Greece",Norway,47.83,3,Saffron++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++dried+ground
2621,2622,Spices and herbs,22,"Saffron, stigma",Mexico,Mexico,7.02,3,Saffron++stigma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++stigma
2622,2623,Spices and herbs,22,"Saffron, stigma","Carmencita, Spain",Norway,24.83,3,Saffron++stigma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++stigma
2623,2624,Spices and herbs,22,"Saffron, stigma","Bahraman Saffron, Iran",Iran,20.58,3,Saffron++stigma,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saffron++stigma
2624,2625,Spices and herbs,22,"Sage, dried","Hindu, Norway",Norway,34.88,3,Sage++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sage++dried
2625,2626,Spices and herbs,22,"Sage, dried",Spice Cargo,Mexico,58.8,3,Sage++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sage++dried
2626,2627,Spices and herbs,22,"Sage, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,39.36,5,Sage++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sage++leaves++dried
2627,2628,Spices and herbs,22,"Sanguisorba officinalis, dried","The Norwegian Crop Research Institute, Norway",Norway,33.37,5,Sanguisorba+officinalis++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sanguisorba+officinalis++dried
2628,2629,Spices and herbs,22,"Saunf, big, dried",India,India,7.09,3,Saunf++big++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saunf++big++dried
2629,2630,Spices and herbs,22,"Saunf, small, dried",India,India,6.46,3,Saunf++small++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Saunf++small++dried
2630,2631,Spices and herbs,22,"Scented mayweed, flower, dried","Norsk Øko‐Urt AB, Norway",Norway,16.63,5,Scented+mayweed++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Scented+mayweed++flower++dried
2631,2632,Spices and herbs,22,"Shah jerra, dried","Roopaks, Ajmal Khan, N. Dehli",India,5.34,3,Shah+jerra++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shah+jerra++dried
2632,2633,Spices and herbs,22,"Shepherd's purse, dried","The Norwegian Crop Research Institute, Norway",Norway,5.52,5,Shepherd's+purse++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Shepherd's+purse++dried
2633,2634,Spices and herbs,22,"Silverweed, dried","The Norwegian Crop Research Institute, Norway",Norway,35.79,5,Silverweed++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Silverweed++dried
2634,2635,Spices and herbs,22,"Small‐leaved lime, flower, dried","The Norwegian Crop Research Institute, Norway",Norway,34.83,5,Small‐leaved+lime++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Small‐leaved+lime++flower++dried
2635,2636,Spices and herbs,22,"Somage, dried ground",Iran,Iran,85.58,3,Somage++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Somage++dried+ground
2636,2637,Spices and herbs,22,"Sorrel, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,19.52,5,Sorrel++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sorrel++leaves++dried
2637,2638,Spices and herbs,22,"Sorrel, Wood (Oxalis acetosella), dried","The Norwegian Crop Research Institute, Norway",Norway,6.54,5,Sorrel++Wood++Oxalis+acetosella+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Sorrel++Wood++Oxalis+acetosella+++dried
2638,2639,Spices and herbs,22,"Southernwood, flower, stem and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,34.88,5,Southernwood++flower++stem+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Southernwood++flower++stem+and+leaves++dried
2639,2640,Spices and herbs,22,"Spanish chervil, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,54.96,5,Spanish+chervil++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Spanish+chervil++leaves++dried
2640,2641,Spices and herbs,22,"Speedwell, dried","The Norwegian Crop Research Institute, Norway",Norway,94.79,5,Speedwell++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Speedwell++dried
2641,2642,Spices and herbs,22,"Spice mix,  Kjøkkensjef Natvigs","Black Boy, Rieber og søn",Norway,0.39,,Spice+mix+++Kjøkkensjef+Natvigs,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Spice+mix+++Kjøkkensjef+Natvigs
